sample,cultivar,plant_num,mean_leaf_area_px,mean_percent_damage,n_leaves,twister_damage,density_treatment,density_start,density_end,Caffeine,Catechin,Catechin gallate,Epicatechin,Epicatechin gallate,Epigallocatechin,Epigallocatechin gallate,Gallic acid,Gallocatechin,Gallocatechin gallate,L-theanine,Paraxanthine,Theobromine,Theophylline
J14,J,14,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616,36.12153110047847,0.5650717703349283,NA,8.033014354066985,12.94641148325359,17.042105263157897,68.23923444976077,0.01692822966507177,3.807177033492823,0.3319665071770335,3.908516746411484,0.4832057416267943,1.3177033492822967,NA
J13,J,13,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565,32.27156862745098,0.4437303921568627,NA,7.905392156862746,12.855392156862745,17.48186274509804,68.49019607843138,NA,3.9755392156862746,0.26453921568627453,2.722156862745098,0.4950490196078432,1.144607843137255,NA
J12,J,12,228871.38888888888,0.2523624123905601,36,NA,0,0,0,24.957213930348257,0.35656218905472636,NA,9.82686567164179,9.59452736318408,18.268159203980098,45.91990049751244,NA,3.550099502487562,0.1685820895522388,7.6940298507462686,0.5024378109452736,0.5941293532338308,NA
J11,J,11,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333,23.666666666666668,0.2081642512077295,NA,8.020289855072464,7.9676328502415465,16.629468599033817,44.053623188405794,NA,2.5756038647342994,0.23360386473429953,8.003381642512077,0.48787439613526573,0.6714975845410629,NA
J10,J,10,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111,37.177,0.47668999999999995,NA,8.128499999999999,12.972,17.335,68.80499999999999,NA,4.00405,0.39336000000000004,3.7682499999999997,0.50495,1.2579,NA
J9,J,9,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413,37.93811881188119,0.4569752475247525,NA,8.784653465346535,14.517821782178219,18.411386138613864,78.77722772277228,NA,4.12970297029703,0.4221138613861386,3.082970297029703,0.49995049504950495,1.7075247524752475,NA
J8,J,8,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941,32.88468899521531,NA,NA,8.48421052631579,13.306220095693782,17.030622009569377,69.79425837320575,NA,4.298564593301436,0.24767464114832538,3.5317703349282294,0.4832057416267943,0.8131578947368422,NA
J7,J,7,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875,35.70696517412935,0.5914427860696517,NA,9.17412935323383,13.795024875621888,17.37512437810945,63.14925373134328,NA,4.272388059701492,0.1922189054726368,4.450845771144278,0.5024378109452736,1.0775124378109453,NA
J6,J,6,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778,39.22,0.5644761904761905,NA,8.502380952380953,14.456190476190475,17.053809523809523,76.21428571428571,NA,4.375380952380953,0.3990809523809523,2.0761904761904764,0.4809047619047619,1.1695238095238094,NA
J5,J,5,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413,33.33168316831683,0.37556435643564356,NA,6.686138613861386,13.172277227722772,15.135148514851487,71.17821782178218,NA,2.9665841584158414,0.36825742574257425,3.3884158415841585,0.49995049504950495,0.9371782178217822,NA
J4,J,4,339624.45,2.86192535099387,40,0.036306235201262825,1,1,0.42857142857142855,36.334928229665074,0.49052631578947375,NA,8.30956937799043,13.733014354066986,18.13157894736842,75.02870813397129,NA,4.29,0.41233492822966517,4.469043062200957,0.4832057416267943,1.5158373205741629,NA
J3,J,3,260037.56818181818,2.0295319153938793,44,0.062027887058263724,0,0,0.05,41.10895522388059,0.6961194029850746,NA,10.389054726368158,16.072636815920397,20.23383084577114,79.83084577114427,NA,5.320895522388059,0.3600845771144279,3.2699004975124373,0.5024378109452736,1.105323383084577,NA
J2,J,2,295626.5882352941,0.1192838189441112,34,0.5618013004152994,0.25,0.1875,0,37.400485436893206,0.5150485436893203,NA,8.696116504854368,13.521844660194175,18.608252427184464,77.08737864077669,NA,4.4149029126213595,0.373883495145631,2.5783009708737863,0.49024271844660194,1.3982524271844659,NA
J1,J,1,265036.7948717949,0.1692404488485661,39,0.1625229378328783,0.75,0.7647058823529411,0.4117647058823529,42.388669950738915,0.6544827586206896,NA,10.642857142857142,16.069458128078818,20.9743842364532,78.07389162561577,NA,5.055172413793104,0.4463645320197044,3.730344827586207,0.497487684729064,1.406206896551724,NA
L21,L,21,242560.09375,0.08506275502504015,64,0.0996168582375479,0,0,0,23.899038461538463,0.2723557692307692,NA,6.953846153846153,13.319711538461538,12.870192307692307,55.57211538461539,NA,2.0304326923076923,NA,2.4486538461538463,0.48552884615384617,0.31085096153846153,NA
L20,L,20,263932.53731343284,0.3221483972087184,67,0.09474004129156667,0.75,0.7407407407407407,0.2962962962962963,21.90886699507389,0.3389802955665025,NA,7.897536945812807,13.597044334975369,13.731527093596059,60.48768472906404,NA,2.350344827586207,0.34076354679802956,3.0136453201970443,0.497487684729064,0.35019211822660096,NA
L19,L,19,271593.9298245614,0.16212102547397245,57,0.35743342688155333,0.25,0.2608695652173913,0.08695652173913043,18.44976076555024,0.2692727272727273,NA,6.962200956937799,12.863636363636365,12.38468899521531,56.77511961722488,0.040913875598086125,1.8320095693779905,0.4066698564593301,3.676602870813397,0.4832057416267943,0.21349282296650718,NA
L17,L,17,322029.5,0.4385706010673412,36,0.3815969221333185,1,1,0.46153846153846156,37.00190476190476,0.594,NA,11.254285714285714,21.312857142857144,18.085714285714285,88.61428571428571,0.18315238095238096,3.5625238095238094,0.5622857142857143,2.749904761904762,0.4809047619047619,0.48133333333333334,NA
L16,L,16,307242.01470588235,0.1131688822848547,68,0.04695215029929266,0.25,0.3076923076923077,0.2692307692307692,16.773170731707317,0.2035609756097561,NA,6.831219512195122,12.700000000000001,12.245365853658537,54.22926829268293,0.0058487804878048786,1.7056097560975612,0.32118048780487807,2.6990731707317073,0.4926341463414634,0.25053658536585366,NA
L15,L,15,271823.6352941177,0.17570787697445014,85,0.16778860645031649,0.75,0.75,0.375,14.96039603960396,0.11295544554455444,NA,5.142574257425743,11.779702970297029,9.87029702970297,52.01485148514852,0.06595049504950495,1.0989603960396042,0.44064851485148515,3.4934653465346535,0.49995049504950495,0.23314851485148516,NA
L14,L,14,219906.24,0.4705874698104429,50,NA,0.5,0.4375,0.375,19.426923076923075,0.1383125,NA,6.020673076923077,12.721634615384616,11.061538461538461,56.47596153846154,0.10828846153846154,1.4972596153846154,0.28275,2.8594711538461537,0.48552884615384617,0.22646153846153844,NA
L13,L,13,279905.75641025644,0.0984988697736452,78,0.20571804140650674,0,0,0,21.5865,0.45521,NA,9.307500000000001,16.43,15.553999999999998,66.17999999999999,0.08348,2.5772,0.49949000000000005,1.9665500000000002,0.50495,0.311865,NA
L12,L,12,234578.3076923077,0.3554056415392103,13,NA,1,1,0.42105263157894735,18.083009708737862,0.20664563106796113,NA,6.079611650485436,12.611650485436893,10.920873786407766,55.432038834951456,0.04876699029126213,1.6035922330097085,0.37616990291262137,4.043932038834951,0.49024271844660194,0.34259708737864075,NA
L11,L,11,311273.037037037,0.3350125402557881,54,NA,0.75,0.75,0.25,28.234449760765553,0.2269712918660287,NA,6.059808612440192,14.9933014354067,11.470813397129188,66.61722488038278,0.09518181818181819,1.6160765550239238,0.4941626794258373,3.786172248803828,0.4832057416267943,0.3265215311004785,NA
L10,L,10,282345.9516129032,0.36314640003753956,62,NA,0.5,0.4,0.26666666666666666,19.79043062200957,0.29060287081339714,NA,6.712918660287082,13.492822966507179,11.89043062200957,55.46411483253589,0.09870813397129188,1.7825358851674644,0.3681148325358852,2.7716746411483255,0.4832057416267943,0.31163636363636366,NA
L9,L,9,222484.89655172414,0.5787646864652737,58,NA,0.25,0.17647058823529413,0,21.990243902439026,0.340780487804878,NA,7.496097560975609,15.211219512195122,12.440000000000001,60.136585365853655,0.052814634146341466,2.2841951219512193,0.33641951219512195,2.5897560975609757,0.4926341463414634,0.42987317073170733,NA
L8,L,8,183570.10714285713,0.4505134013452759,56,NA,1,1,0.30434782608695654,20.17536231884058,0.32120289855072465,NA,6.36328502415459,12.271980676328504,10.127536231884058,46.265217391304354,0.05839130434782609,1.5892753623188407,0.3409082125603865,2.5919323671497585,0.48787439613526573,0.36685990338164254,NA
L7,L,7,237387.0447761194,0.17833382989640345,67,NA,0,0,0,22.116336633663366,0.4243712871287129,NA,7.9326732673267335,14.370792079207922,13.315346534653466,55.069306930693074,0.03927722772277228,2.326683168316832,0.3785742574257426,1.5288118811881188,0.49995049504950495,0.38602475247524753,NA
L6,L,6,303104.5294117647,0.2199591840479734,68,NA,0,0,0,15.238235294117649,0.24511274509803924,NA,5.9377450980392155,12.454901960784316,10.695098039215686,51.62745098039216,NA,1.7225490196078432,0.5148039215686275,2.4837745098039217,0.4950490196078432,0.27399509803921573,NA
L5,L,5,213781.8125,0.2242128972334186,80,NA,0.25,0.26666666666666666,0.2,24.362439024390245,0.3804585365853659,NA,8.753658536585366,15.202926829268295,14.515121951219513,62.52682926829268,0.01629268292682927,2.4978536585365854,0.5551219512195122,2.3118536585365854,0.4926341463414634,0.3743951219512195,NA
L4,L,4,237662.156626506,0.19768877409306956,83,NA,0,0,0,21.389320388349514,0.5050485436893204,NA,8.921844660194173,14.253398058252426,14.939805825242717,57.36893203883495,0.11820388349514563,2.8294660194174757,0.2652281553398058,3.1435922330097084,0.49024271844660194,0.3540339805825242,NA
L3,L,3,287688.51470588235,0.12703763125575063,68,NA,0.5,0.3684210526315789,0,28.928500000000003,0.42945500000000003,NA,9.1045,14.716999999999999,15.328999999999999,61.06,0.120725,2.4905999999999997,0.48880999999999997,1.7781500000000001,0.50495,0.30972,NA
L2,L,2,280598.5,0.29814689856767246,44,NA,0.75,0.75,0.3125,28.71553398058252,0.30454368932038833,NA,7.741747572815533,13.895631067961164,13.48009708737864,60.51456310679611,NA,2.1336893203883496,0.4658883495145631,3.7329611650485437,0.49024271844660194,0.45755339805825235,NA
