compound,sample,cultivar,plant_num,conc,mg_tea,conc_ug_mg,mean_leaf_area_px,mean_percent_damage,n_leaves,twister_damage,density_treatment,density_start,density_end
L-theanine,J19,J,19,23.466,21,1.1174285714285714,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Gallic acid,J19,J,19,NA,21,NA,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Gallocatechin,J19,J,19,49.347,21,2.349857142857143,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Theobromine,J19,J,19,9.6561,21,0.45981428571428573,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Paraxanthine,J19,J,19,10.099,21,0.4809047619047619,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Theophylline,J19,J,19,NA,21,NA,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Catechin,J19,J,19,NA,21,NA,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Epigallocatechin,J19,J,19,359.16,21,17.102857142857143,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Caffeine,J19,J,19,701.56,21,33.40761904761904,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Epigallocatechin gallate,J19,J,19,1541.8,21,73.41904761904762,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Epicatechin,J19,J,19,177.06,21,8.431428571428572,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Gallocatechin gallate,J19,J,19,7.3516,21,0.3500761904761905,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Epicatechin gallate,J19,J,19,285.8,21,13.609523809523811,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
Catechin gallate,J19,J,19,NA,21,NA,247991.8918918919,0.10639129792533887,37,0.00935809566821889,0.5,0.5,0.1875
L-theanine,J18,J,18,40.067,20.7,1.9356038647342997,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Gallic acid,J18,J,18,NA,20.7,NA,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Gallocatechin,J18,J,18,62.812,20.7,3.0343961352657005,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Theobromine,J18,J,18,20.913,20.7,1.0102898550724637,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Paraxanthine,J18,J,18,10.099,20.7,0.48787439613526573,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Theophylline,J18,J,18,NA,20.7,NA,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Catechin,J18,J,18,10.147,20.7,0.4901932367149759,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Epigallocatechin,J18,J,18,306.6,20.7,14.811594202898553,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Caffeine,J18,J,18,669.17,20.7,32.327053140096616,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Epigallocatechin gallate,J18,J,18,1380.5,20.7,66.69082125603865,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Epicatechin,J18,J,18,147.27,20.7,7.114492753623189,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Gallocatechin gallate,J18,J,18,10.238,20.7,0.4945893719806763,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Epicatechin gallate,J18,J,18,266.42,20.7,12.870531400966184,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
Catechin gallate,J18,J,18,NA,20.7,NA,249389.0294117647,0.11633553003947804,34,0.23164631710578878,0.5,0.5263157894736842,0.10526315789473684
L-theanine,J17,J,17,61.649,20.9,2.9497129186602873,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Gallic acid,J17,J,17,NA,20.9,NA,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Gallocatechin,J17,J,17,76.652,20.9,3.6675598086124404,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Theobromine,J17,J,17,25.491,20.9,1.219665071770335,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Paraxanthine,J17,J,17,10.099,20.9,0.4832057416267943,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Theophylline,J17,J,17,NA,20.9,NA,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Catechin,J17,J,17,10.071,20.9,0.481866028708134,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Epigallocatechin,J17,J,17,345.64,20.9,16.5377990430622,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Caffeine,J17,J,17,669.59,20.9,32.03779904306221,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Epigallocatechin gallate,J17,J,17,1393,20.9,66.65071770334929,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Epicatechin,J17,J,17,162.19,20.9,7.760287081339714,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Gallocatechin gallate,J17,J,17,7.1473,20.9,0.341976076555024,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Epicatechin gallate,J17,J,17,260.36,20.9,12.457416267942586,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
Catechin gallate,J17,J,17,NA,20.9,NA,292132.26829268294,0.5314424072065345,41,0.0013732962543344662,0,0,0
L-theanine,J16,J,16,53.07,20.6,2.5762135922330094,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Gallic acid,J16,J,16,2.4365,20.6,0.11827669902912621,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Gallocatechin,J16,J,16,74.717,20.6,3.627038834951456,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Theobromine,J16,J,16,28.498,20.6,1.3833980582524272,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Paraxanthine,J16,J,16,10.099,20.6,0.49024271844660194,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Theophylline,J16,J,16,NA,20.6,NA,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Catechin,J16,J,16,9.6072,20.6,0.46636893203883495,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Epigallocatechin,J16,J,16,340.7,20.6,16.53883495145631,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Caffeine,J16,J,16,602.22,20.6,29.23398058252427,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Epigallocatechin gallate,J16,J,16,1355.4,20.6,65.79611650485437,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Epicatechin,J16,J,16,174.86,20.6,8.488349514563106,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Gallocatechin gallate,J16,J,16,7.745,20.6,0.37597087378640776,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Epicatechin gallate,J16,J,16,265.53,20.6,12.889805825242716,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
Catechin gallate,J16,J,16,NA,20.6,NA,253521.38775510204,0.2457366178730911,49,0.36632301798339767,1,1,0.4
L-theanine,J15,J,15,64.093,20.3,3.1572906403940886,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Gallic acid,J15,J,15,NA,20.3,NA,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Gallocatechin,J15,J,15,76.417,20.3,3.764384236453202,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Theobromine,J15,J,15,35.474,20.3,1.747487684729064,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Paraxanthine,J15,J,15,10.099,20.3,0.497487684729064,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Theophylline,J15,J,15,NA,20.3,NA,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Catechin,J15,J,15,10.997,20.3,0.5417241379310345,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Epigallocatechin,J15,J,15,363.96,20.3,17.929064039408864,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Caffeine,J15,J,15,821.62,20.3,40.473891625615764,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Epigallocatechin gallate,J15,J,15,1549.1,20.3,76.3103448275862,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Epicatechin,J15,J,15,171.94,20.3,8.469950738916255,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Gallocatechin gallate,J15,J,15,8.8023,20.3,0.43361083743842366,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Epicatechin gallate,J15,J,15,300.62,20.3,14.808866995073892,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
Catechin gallate,J15,J,15,NA,20.3,NA,271005.13157894736,0.061071050027524575,38,0.16155627493058838,1,1,0.14285714285714285
L-theanine,J14,J,14,81.688,20.9,3.908516746411484,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Gallic acid,J14,J,14,0.3538,20.9,0.01692822966507177,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Gallocatechin,J14,J,14,79.57,20.9,3.807177033492823,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Theobromine,J14,J,14,27.54,20.9,1.3177033492822967,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Paraxanthine,J14,J,14,10.099,20.9,0.4832057416267943,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Theophylline,J14,J,14,NA,20.9,NA,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Catechin,J14,J,14,11.81,20.9,0.5650717703349283,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Epigallocatechin,J14,J,14,356.18,20.9,17.042105263157897,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Caffeine,J14,J,14,754.94,20.9,36.12153110047847,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Epigallocatechin gallate,J14,J,14,1426.2,20.9,68.23923444976077,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Epicatechin,J14,J,14,167.89,20.9,8.033014354066985,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Gallocatechin gallate,J14,J,14,6.9381,20.9,0.3319665071770335,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Epicatechin gallate,J14,J,14,270.58,20.9,12.94641148325359,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
Catechin gallate,J14,J,14,NA,20.9,NA,269936.74,0.11598941778869894,50,0.008368988712326475,0.25,0.23809523809523808,0.047619047619047616
L-theanine,J13,J,13,55.532,20.4,2.722156862745098,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Gallic acid,J13,J,13,NA,20.4,NA,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Gallocatechin,J13,J,13,81.101,20.4,3.9755392156862746,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Theobromine,J13,J,13,23.35,20.4,1.144607843137255,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Paraxanthine,J13,J,13,10.099,20.4,0.4950490196078432,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Theophylline,J13,J,13,NA,20.4,NA,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Catechin,J13,J,13,9.0521,20.4,0.4437303921568627,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Epigallocatechin,J13,J,13,356.63,20.4,17.48186274509804,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Caffeine,J13,J,13,658.34,20.4,32.27156862745098,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Epigallocatechin gallate,J13,J,13,1397.2,20.4,68.49019607843138,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Epicatechin,J13,J,13,161.27,20.4,7.905392156862746,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Gallocatechin gallate,J13,J,13,5.3966,20.4,0.26453921568627453,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Epicatechin gallate,J13,J,13,262.25,20.4,12.855392156862745,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
Catechin gallate,J13,J,13,NA,20.4,NA,248575.84615384616,0.7938703908320338,39,NA,1,1,0.13043478260869565
L-theanine,J12,J,12,154.65,20.1,7.6940298507462686,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Gallic acid,J12,J,12,NA,20.1,NA,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Gallocatechin,J12,J,12,71.357,20.1,3.550099502487562,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Theobromine,J12,J,12,11.942,20.1,0.5941293532338308,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Paraxanthine,J12,J,12,10.099,20.1,0.5024378109452736,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Theophylline,J12,J,12,NA,20.1,NA,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Catechin,J12,J,12,7.1669,20.1,0.35656218905472636,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Epigallocatechin,J12,J,12,367.19,20.1,18.268159203980098,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Caffeine,J12,J,12,501.64,20.1,24.957213930348257,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Epigallocatechin gallate,J12,J,12,922.99,20.1,45.91990049751244,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Epicatechin,J12,J,12,197.52,20.1,9.82686567164179,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Gallocatechin gallate,J12,J,12,3.3885,20.1,0.1685820895522388,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Epicatechin gallate,J12,J,12,192.85,20.1,9.59452736318408,228871.38888888888,0.2523624123905601,36,NA,0,0,0
Catechin gallate,J12,J,12,NA,20.1,NA,228871.38888888888,0.2523624123905601,36,NA,0,0,0
L-theanine,J11,J,11,165.67,20.7,8.003381642512077,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Gallic acid,J11,J,11,NA,20.7,NA,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Gallocatechin,J11,J,11,53.315,20.7,2.5756038647342994,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Theobromine,J11,J,11,13.9,20.7,0.6714975845410629,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Paraxanthine,J11,J,11,10.099,20.7,0.48787439613526573,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Theophylline,J11,J,11,NA,20.7,NA,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Catechin,J11,J,11,4.309,20.7,0.2081642512077295,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Epigallocatechin,J11,J,11,344.23,20.7,16.629468599033817,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Caffeine,J11,J,11,489.9,20.7,23.666666666666668,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Epigallocatechin gallate,J11,J,11,911.91,20.7,44.053623188405794,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Epicatechin,J11,J,11,166.02,20.7,8.020289855072464,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Gallocatechin gallate,J11,J,11,4.8356,20.7,0.23360386473429953,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Epicatechin gallate,J11,J,11,164.93,20.7,7.9676328502415465,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
Catechin gallate,J11,J,11,NA,20.7,NA,296672.19444444444,0.11792748019239874,72,0.03919764132453943,0.75,0.7619047619047619,0.3333333333333333
L-theanine,J10,J,10,75.365,20,3.7682499999999997,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Gallic acid,J10,J,10,NA,20,NA,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Gallocatechin,J10,J,10,80.081,20,4.00405,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Theobromine,J10,J,10,25.158,20,1.2579,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Paraxanthine,J10,J,10,10.099,20,0.50495,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Theophylline,J10,J,10,NA,20,NA,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Catechin,J10,J,10,9.5338,20,0.47668999999999995,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Epigallocatechin,J10,J,10,346.7,20,17.335,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Caffeine,J10,J,10,743.54,20,37.177,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Epigallocatechin gallate,J10,J,10,1376.1,20,68.80499999999999,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Epicatechin,J10,J,10,162.57,20,8.128499999999999,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Gallocatechin gallate,J10,J,10,7.8672,20,0.39336000000000004,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Epicatechin gallate,J10,J,10,259.44,20,12.972,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
Catechin gallate,J10,J,10,NA,20,NA,309740.90476190473,2.2053319318402362,42,0.02280815757424486,0.25,0.16666666666666666,0.1111111111111111
L-theanine,J9,J,9,62.276,20.2,3.082970297029703,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Gallic acid,J9,J,9,NA,20.2,NA,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Gallocatechin,J9,J,9,83.42,20.2,4.12970297029703,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Theobromine,J9,J,9,34.492,20.2,1.7075247524752475,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Paraxanthine,J9,J,9,10.099,20.2,0.49995049504950495,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Theophylline,J9,J,9,NA,20.2,NA,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Catechin,J9,J,9,9.2309,20.2,0.4569752475247525,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Epigallocatechin,J9,J,9,371.91,20.2,18.411386138613864,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Caffeine,J9,J,9,766.35,20.2,37.93811881188119,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Epigallocatechin gallate,J9,J,9,1591.3,20.2,78.77722772277228,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Epicatechin,J9,J,9,177.45,20.2,8.784653465346535,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Gallocatechin gallate,J9,J,9,8.5267,20.2,0.4221138613861386,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Epicatechin gallate,J9,J,9,293.26,20.2,14.517821782178219,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
Catechin gallate,J9,J,9,NA,20.2,NA,267881.9347826087,0.03982436516607485,46,0.03486034075983093,0.75,0.7647058823529411,0.17647058823529413
L-theanine,J8,J,8,73.814,20.9,3.5317703349282294,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Gallic acid,J8,J,8,NA,20.9,NA,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Gallocatechin,J8,J,8,89.84,20.9,4.298564593301436,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Theobromine,J8,J,8,16.995,20.9,0.8131578947368422,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Paraxanthine,J8,J,8,10.099,20.9,0.4832057416267943,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Theophylline,J8,J,8,NA,20.9,NA,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Catechin,J8,J,8,NA,20.9,NA,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Epigallocatechin,J8,J,8,355.94,20.9,17.030622009569377,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Caffeine,J8,J,8,687.29,20.9,32.88468899521531,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Epigallocatechin gallate,J8,J,8,1458.7,20.9,69.79425837320575,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Epicatechin,J8,J,8,177.32,20.9,8.48421052631579,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Gallocatechin gallate,J8,J,8,5.1764,20.9,0.24767464114832538,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Epicatechin gallate,J8,J,8,278.1,20.9,13.306220095693782,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
Catechin gallate,J8,J,8,NA,20.9,NA,255167.43243243243,0.24815846910457678,37,0.19625466929439028,0.75,0.7058823529411765,0.11764705882352941
L-theanine,J7,J,7,89.462,20.1,4.450845771144278,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Gallic acid,J7,J,7,NA,20.1,NA,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Gallocatechin,J7,J,7,85.875,20.1,4.272388059701492,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Theobromine,J7,J,7,21.658,20.1,1.0775124378109453,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Paraxanthine,J7,J,7,10.099,20.1,0.5024378109452736,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Theophylline,J7,J,7,NA,20.1,NA,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Catechin,J7,J,7,11.888,20.1,0.5914427860696517,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Epigallocatechin,J7,J,7,349.24,20.1,17.37512437810945,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Caffeine,J7,J,7,717.71,20.1,35.70696517412935,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Epigallocatechin gallate,J7,J,7,1269.3,20.1,63.14925373134328,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Epicatechin,J7,J,7,184.4,20.1,9.17412935323383,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Gallocatechin gallate,J7,J,7,3.8636,20.1,0.1922189054726368,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Epicatechin gallate,J7,J,7,277.28,20.1,13.795024875621888,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
Catechin gallate,J7,J,7,NA,20.1,NA,244209.97619047618,0.09176846931111465,42,0.009593104771462727,0.5,0.5,0.1875
L-theanine,J6,J,6,43.6,21,2.0761904761904764,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Gallic acid,J6,J,6,NA,21,NA,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Gallocatechin,J6,J,6,91.883,21,4.375380952380953,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Theobromine,J6,J,6,24.56,21,1.1695238095238094,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Paraxanthine,J6,J,6,10.099,21,0.4809047619047619,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Theophylline,J6,J,6,NA,21,NA,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Catechin,J6,J,6,11.854,21,0.5644761904761905,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Epigallocatechin,J6,J,6,358.13,21,17.053809523809523,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Caffeine,J6,J,6,823.62,21,39.22,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Epigallocatechin gallate,J6,J,6,1600.5,21,76.21428571428571,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
