compound,sample,cultivar,plant_num,conc,mg_tea,conc_ug_mg,mean_leaf_area_px,mean_percent_damage,n_leaves,twister_damage,density_treatment,density_start,density_end
Epicatechin,J6,J,6,178.55,21,8.502380952380953,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Gallocatechin gallate,J6,J,6,8.3807,21,0.3990809523809523,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Epicatechin gallate,J6,J,6,303.58,21,14.456190476190475,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
Catechin gallate,J6,J,6,NA,21,NA,281039.58695652173,0.07202144166896558,46,0.028567777051053626,0.25,0.2777777777777778,0.2777777777777778
L-theanine,J5,J,5,68.446,20.2,3.3884158415841585,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Gallic acid,J5,J,5,NA,20.2,NA,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Gallocatechin,J5,J,5,59.925,20.2,2.9665841584158414,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Theobromine,J5,J,5,18.931,20.2,0.9371782178217822,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Paraxanthine,J5,J,5,10.099,20.2,0.49995049504950495,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Theophylline,J5,J,5,NA,20.2,NA,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Catechin,J5,J,5,7.5864,20.2,0.37556435643564356,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Epigallocatechin,J5,J,5,305.73,20.2,15.135148514851487,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Caffeine,J5,J,5,673.3,20.2,33.33168316831683,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Epigallocatechin gallate,J5,J,5,1437.8,20.2,71.17821782178218,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Epicatechin,J5,J,5,135.06,20.2,6.686138613861386,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
Gallocatechin gallate,J5,J,5,7.4388,20.2,0.36825742574257425,238921.3777777778,0.07439014025603832,45,0.022745098039215685,0.5,0.5294117647058824,0.17647058823529413
