compound,sample,cultivar,plant_num,conc,mg_tea,conc_ug_mg,mean_leaf_area_px,mean_percent_damage,n_leaves,twister_damage,density_treatment,density_start,density_end
Gallocatechin gallate,Q19,Q,19,8.1389,20.8,0.3912932692307692,233326.625,1.7313143152987192,16,4.205840556386874,1,1,0.6875
Epicatechin gallate,Q19,Q,19,283.27,20.8,13.618749999999999,233326.625,1.7313143152987192,16,4.205840556386874,1,1,0.6875
Catechin gallate,Q19,Q,19,NA,20.8,NA,233326.625,1.7313143152987192,16,4.205840556386874,1,1,0.6875
L-theanine,Q18,Q,18,50.394,21.1,2.388341232227488,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Gallic acid,Q18,Q,18,1.0929,21.1,0.05179620853080568,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Gallocatechin,Q18,Q,18,33.352,21.1,1.5806635071090045,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Theobromine,Q18,Q,18,5.4708,21.1,0.25927962085308054,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Paraxanthine,Q18,Q,18,10.099,21.1,0.4786255924170616,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Theophylline,Q18,Q,18,NA,21.1,NA,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Catechin,Q18,Q,18,4.4993,21.1,0.21323696682464452,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Epigallocatechin,Q18,Q,18,205.12,21.1,9.721327014218009,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Caffeine,Q18,Q,18,322.93,21.1,15.30473933649289,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Epigallocatechin gallate,Q18,Q,18,1025.3,21.1,48.59241706161137,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Epicatechin,Q18,Q,18,120.98,21.1,5.733649289099525,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Gallocatechin gallate,Q18,Q,18,8.87,21.1,0.42037914691943123,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Epicatechin gallate,Q18,Q,18,245.26,21.1,11.623696682464454,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
Catechin gallate,Q18,Q,18,NA,21.1,NA,199352.73333333334,2.1599323490666933,15,1.7576880124206682,2,2,0.7333333333333333
L-theanine,Q17,Q,17,45.456,20.2,2.2502970297029705,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Gallic acid,Q17,Q,17,0.8203,20.2,0.04060891089108911,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Gallocatechin,Q17,Q,17,48.664,20.2,2.4091089108910895,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Theobromine,Q17,Q,17,7.3327,20.2,0.3630049504950495,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Paraxanthine,Q17,Q,17,10.099,20.2,0.49995049504950495,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Theophylline,Q17,Q,17,NA,20.2,NA,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Catechin,Q17,Q,17,9.1366,20.2,0.4523069306930693,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Epigallocatechin,Q17,Q,17,285.97,20.2,14.15693069306931,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Caffeine,Q17,Q,17,424.79,20.2,21.029207920792082,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Epigallocatechin gallate,Q17,Q,17,1137.6,20.2,56.31683168316832,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Epicatechin,Q17,Q,17,164,20.2,8.118811881188119,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Gallocatechin gallate,Q17,Q,17,7.9678,20.2,0.39444554455445546,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Epicatechin gallate,Q17,Q,17,286.92,20.2,14.203960396039605,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
Catechin gallate,Q17,Q,17,NA,20.2,NA,152969.4,5.087899321924421,10,8.540522884028293,1,1,0.6818181818181818
L-theanine,Q16,Q,16,63.136,20.6,3.0648543689320387,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Gallic acid,Q16,Q,16,NA,20.6,NA,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Gallocatechin,Q16,Q,16,51.763,20.6,2.512766990291262,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Theobromine,Q16,Q,16,6.79,20.6,0.3296116504854369,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Paraxanthine,Q16,Q,16,10.099,20.6,0.49024271844660194,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Theophylline,Q16,Q,16,NA,20.6,NA,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Catechin,Q16,Q,16,9.4169,20.6,0.45713106796116504,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Epigallocatechin,Q16,Q,16,280.85,20.6,13.633495145631068,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Caffeine,Q16,Q,16,411.78,20.6,19.989320388349512,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Epigallocatechin gallate,Q16,Q,16,1095.8,20.6,53.194174757281544,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Epicatechin,Q16,Q,16,174.2,20.6,8.456310679611649,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Gallocatechin gallate,Q16,Q,16,6.2407,20.6,0.30294660194174755,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Epicatechin gallate,Q16,Q,16,267.05,20.6,12.963592233009708,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
Catechin gallate,Q16,Q,16,NA,20.6,NA,287036.0714285714,1.3494826997637033,14,5.752691776978646,0,0,0
L-theanine,Q15,Q,15,39.64,20.1,1.972139303482587,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Gallic acid,Q15,Q,15,3.506,20.1,0.1744278606965174,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Gallocatechin,Q15,Q,15,47.751,20.1,2.3756716417910444,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Theobromine,Q15,Q,15,6.3176,20.1,0.3143084577114427,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Paraxanthine,Q15,Q,15,10.099,20.1,0.5024378109452736,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Theophylline,Q15,Q,15,NA,20.1,NA,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Catechin,Q15,Q,15,7.8171,20.1,0.388910447761194,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Epigallocatechin,Q15,Q,15,293.51,20.1,14.602487562189053,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Caffeine,Q15,Q,15,560.39,20.1,27.88009950248756,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Epigallocatechin gallate,Q15,Q,15,1251.2,20.1,62.24875621890547,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Epicatechin,Q15,Q,15,182.61,20.1,9.085074626865671,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Gallocatechin gallate,Q15,Q,15,8.9165,20.1,0.4436069651741293,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Epicatechin gallate,Q15,Q,15,290.03,20.1,14.429353233830843,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
Catechin gallate,Q15,Q,15,NA,20.1,NA,405769.3333333333,0.9521821777184877,6,1.2968795677225275,2,2,0.625
L-theanine,Q14,Q,14,75.269,20.3,3.707832512315271,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Gallic acid,Q14,Q,14,NA,20.3,NA,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Gallocatechin,Q14,Q,14,38.944,20.3,1.918423645320197,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Theobromine,Q14,Q,14,9.7837,20.3,0.4819556650246305,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Paraxanthine,Q14,Q,14,10.099,20.3,0.497487684729064,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Theophylline,Q14,Q,14,0.15310000000000001,20.3,0.007541871921182266,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Catechin,Q14,Q,14,6.7475,20.3,0.3323891625615763,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Epigallocatechin,Q14,Q,14,275.56,20.3,13.574384236453202,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Caffeine,Q14,Q,14,577.47,20.3,28.44679802955665,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Epigallocatechin gallate,Q14,Q,14,1245.1,20.3,61.33497536945812,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Epicatechin,Q14,Q,14,158.12,20.3,7.7891625615763544,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Gallocatechin gallate,Q14,Q,14,9.7279,20.3,0.4792068965517241,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Epicatechin gallate,Q14,Q,14,288.45,20.3,14.20935960591133,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
Catechin gallate,Q14,Q,14,NA,20.3,NA,239493.66666666666,1.5724455759988494,15,1.0796095048410885,0.5,0.5,0.42857142857142855
L-theanine,Q13,Q,13,NA,20.1,NA,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Gallic acid,Q13,Q,13,NA,20.1,NA,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Gallocatechin,Q13,Q,13,59.077,20.1,2.9391542288557213,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Theobromine,Q13,Q,13,3.4071,20.1,0.16950746268656713,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Paraxanthine,Q13,Q,13,10.099,20.1,0.5024378109452736,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Theophylline,Q13,Q,13,1.6953,20.1,0.08434328358208955,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Catechin,Q13,Q,13,13.044,20.1,0.648955223880597,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Epigallocatechin,Q13,Q,13,346.61,20.1,17.244278606965175,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Caffeine,Q13,Q,13,222.75,20.1,11.082089552238806,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Epigallocatechin gallate,Q13,Q,13,1017.9,20.1,50.64179104477611,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Epicatechin,Q13,Q,13,182.94,20.1,9.101492537313431,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Gallocatechin gallate,Q13,Q,13,7.1481,20.1,0.35562686567164176,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Epicatechin gallate,Q13,Q,13,NA,20.1,NA,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
Catechin gallate,Q13,Q,13,NA,20.1,NA,215433.17647058822,4.240469480577142,17,20.97982921083628,1.5,1.5263157894736843,0.5789473684210527
L-theanine,Q12,Q,12,NA,20.6,NA,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Gallic acid,Q12,Q,12,1.6362,20.6,0.07942718446601942,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Gallocatechin,Q12,Q,12,25.488,20.6,1.2372815533980581,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Theobromine,Q12,Q,12,1.4407,20.6,0.0699368932038835,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Paraxanthine,Q12,Q,12,10.099,20.6,0.49024271844660194,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Theophylline,Q12,Q,12,NA,20.6,NA,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Catechin,Q12,Q,12,7.0775,20.6,0.3435679611650485,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Epigallocatechin,Q12,Q,12,209.98,20.6,10.193203883495144,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Caffeine,Q12,Q,12,59.099,20.6,2.8688834951456306,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Epigallocatechin gallate,Q12,Q,12,640.28,20.6,31.081553398058247,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Epicatechin,Q12,Q,12,116.43,20.6,5.651941747572815,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Gallocatechin gallate,Q12,Q,12,3.2987,20.6,0.16013106796116505,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Epicatechin gallate,Q12,Q,12,118.07,20.6,5.731553398058252,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
Catechin gallate,Q12,Q,12,NA,20.6,NA,209627.375,11.583233840162755,8,25.594319655902233,1,1,0.875
L-theanine,Q11,Q,11,5.5122,20.7,0.2662898550724638,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Gallic acid,Q11,Q,11,NA,20.7,NA,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Gallocatechin,Q11,Q,11,58.358,20.7,2.8192270531400965,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Theobromine,Q11,Q,11,9.032,20.7,0.43632850241545895,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Paraxanthine,Q11,Q,11,10.099,20.7,0.48787439613526573,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Theophylline,Q11,Q,11,NA,20.7,NA,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Catechin,Q11,Q,11,7.011,20.7,0.33869565217391306,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Epigallocatechin,Q11,Q,11,373.11,20.7,18.024637681159422,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Caffeine,Q11,Q,11,310.68,20.7,15.008695652173914,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Epigallocatechin gallate,Q11,Q,11,1385.8,20.7,66.94685990338164,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Epicatechin,Q11,Q,11,163.25,20.7,7.886473429951691,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Gallocatechin gallate,Q11,Q,11,14.822,20.7,0.7160386473429952,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Epicatechin gallate,Q11,Q,11,213.97,20.7,10.33671497584541,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
Catechin gallate,Q11,Q,11,NA,20.7,NA,275033.64285714284,1.1012433262806647,14,0.30335856816419204,0.5,0.5,0.3125
L-theanine,Q10,Q,10,NA,20.8,NA,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Gallic acid,Q10,Q,10,1.1106,20.8,0.05339423076923077,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Gallocatechin,Q10,Q,10,67.095,20.8,3.2257211538461537,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Theobromine,Q10,Q,10,2.3603,20.8,0.11347596153846154,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Paraxanthine,Q10,Q,10,10.099,20.8,0.48552884615384617,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Theophylline,Q10,Q,10,1.0955,20.8,0.05266826923076923,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Catechin,Q10,Q,10,9.7057,20.8,0.4666201923076923,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Epigallocatechin,Q10,Q,10,303.07,20.8,14.570673076923075,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Caffeine,Q10,Q,10,239.57,20.8,11.51778846153846,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Epigallocatechin gallate,Q10,Q,10,966.87,20.8,46.48413461538461,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Epicatechin,Q10,Q,10,140.8,20.8,6.769230769230769,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Gallocatechin gallate,Q10,Q,10,22.184,20.8,1.0665384615384617,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Epicatechin gallate,Q10,Q,10,154.49,20.8,7.4274038461538465,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
Catechin gallate,Q10,Q,10,NA,20.8,NA,238889.125,2.3432238572962536,8,0.9025967115415314,1.5,1.5,0.125
L-theanine,Q9,Q,9,10.432,20.6,0.5064077669902912,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Gallic acid,Q9,Q,9,NA,20.6,NA,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Gallocatechin,Q9,Q,9,66.482,20.6,3.227281553398058,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Theobromine,Q9,Q,9,14.044,20.6,0.681747572815534,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Paraxanthine,Q9,Q,9,10.099,20.6,0.49024271844660194,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Theophylline,Q9,Q,9,0.2735,20.6,0.013276699029126213,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Catechin,Q9,Q,9,9.1131,20.6,0.442383495145631,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Epigallocatechin,Q9,Q,9,354.97,20.6,17.231553398058253,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Caffeine,Q9,Q,9,427.26,20.6,20.740776699029123,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Epigallocatechin gallate,Q9,Q,9,1249.4,20.6,60.650485436893206,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Epicatechin,Q9,Q,9,152.93,20.6,7.42378640776699,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Gallocatechin gallate,Q9,Q,9,9.1488,20.6,0.4441165048543689,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Epicatechin gallate,Q9,Q,9,186.74,20.6,9.06504854368932,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
Catechin gallate,Q9,Q,9,NA,20.6,NA,198261.875,2.0338396991147336,16,0.2586996259067252,0.5,0.5,0.25
L-theanine,Q8,Q,8,1.761,20.4,0.0863235294117647,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Gallic acid,Q8,Q,8,NA,20.4,NA,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Gallocatechin,Q8,Q,8,54.941,20.4,2.693186274509804,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Theobromine,Q8,Q,8,9.8044,20.4,0.4806078431372549,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Paraxanthine,Q8,Q,8,10.099,20.4,0.4950490196078432,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Theophylline,Q8,Q,8,NA,20.4,NA,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Catechin,Q8,Q,8,7.8835,20.4,0.3864460784313726,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Epigallocatechin,Q8,Q,8,365.44,20.4,17.91372549019608,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Caffeine,Q8,Q,8,246.92,20.4,12.10392156862745,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Epigallocatechin gallate,Q8,Q,8,1228.7,20.4,60.23039215686275,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Epicatechin,Q8,Q,8,158.92,20.4,7.790196078431372,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Gallocatechin gallate,Q8,Q,8,11.164,20.4,0.5472549019607843,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Epicatechin gallate,Q8,Q,8,180.15,20.4,8.830882352941178,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
Catechin gallate,Q8,Q,8,NA,20.4,NA,260752.33333333334,0.5655818642098884,12,0.3923326981280125,0.5,0.5,0.16666666666666666
L-theanine,Q7,Q,7,NA,20.7,NA,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Gallic acid,Q7,Q,7,NA,20.7,NA,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Gallocatechin,Q7,Q,7,40.147,20.7,1.9394685990338165,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Theobromine,Q7,Q,7,2.6056,20.7,0.1258743961352657,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Paraxanthine,Q7,Q,7,10.099,20.7,0.48787439613526573,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Theophylline,Q7,Q,7,NA,20.7,NA,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Catechin,Q7,Q,7,5.6245,20.7,0.27171497584541066,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Epigallocatechin,Q7,Q,7,319.94,20.7,15.456038647342995,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Caffeine,Q7,Q,7,178.31,20.7,8.61400966183575,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Epigallocatechin gallate,Q7,Q,7,1225.1,20.7,59.18357487922705,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Epicatechin,Q7,Q,7,143.53,20.7,6.9338164251207735,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Gallocatechin gallate,Q7,Q,7,8.2266,20.7,0.39742028985507244,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Epicatechin gallate,Q7,Q,7,193.58,20.7,9.351690821256039,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
Catechin gallate,Q7,Q,7,NA,20.7,NA,259698.6875,0.8653852337786354,16,0.2836119975826716,0,0,0
L-theanine,Q6,Q,6,0.9411,20.2,0.046589108910891096,260359.0909090909,1.000498919558615,11,0.659867399666932,1,1,0.5
